"","Infected_T09_Rep1","Infected_T09_Rep3","Infected_T09_Rep4","Infected_T12_Rep1","Infected_T12_Rep3","Infected_T12_Rep4","Infected_T15_Rep1","Infected_T15_Rep3","Infected_T15_Rep4","Infected_T18_Rep1","Infected_T18_Rep3","Infected_T18_Rep4","Infected_T21_Rep1","Infected_T21_Rep3","Infected_T21_Rep4","Infected_T24_Rep1","Infected_T24_Rep3","Infected_T24_Rep4","Infected_T27_Rep1","Infected_T27_Rep3","Infected_T27_Rep4","Infected_T30_Rep1","Infected_T30_Rep3","Infected_T30_Rep4","Infected_T33_Rep1","Infected_T33_Rep3","Infected_T33_Rep4","Infected_T36_Rep1","Infected_T36_Rep3","Infected_T36_Rep4","Infected_T39_Rep1","Infected_T39_Rep3","Infected_T39_Rep4","Infected_T42_Rep1","Infected_T42_Rep3","Infected_T42_Rep4"
"gene10011",16.3163665895465,61.770060577283,23.8908646804335,44.1735905466098,44.5803585053679,21.7964275084594,8.49074874304036,10.2959533241511,31.7443831572889,47.5026743553634,14.5319042194885,26.6487972211345,33.7630563656653,31.5689067861843,31.6995838959418,29.6276172933917,30.0598918377631,42.2035251580072,45.3855843638107,46.6475206284706,48.020157606289,57.6036755614106,49.3434624338778,58.5125567514678,59.5173849528229,57.8381105761661,76.0763146866554,101.348195442097,80.7158709444659,100.758015334877,86.2727123055239,71.3496269523969,83.8545908718481,67.6158958330874,59.9851564440084,49.7567319707819
"gene10022",16.3163665895465,61.770060577283,59.7271617010837,88.3471810932196,44.5803585053679,29.0619033446125,38.2083693436816,82.3676265932091,31.7443831572889,47.5026743553634,60.5496009145355,51.8950261674724,45.8212907819744,29.8150786313963,51.2787386551999,40.7379737784136,39.3888237874137,47.996165865969,47.7432770580347,44.5742974894274,49.4607623344777,42.7455846427928,49.5926718401095,55.5228640707358,46.5317736903888,46.7106939536901,43.3595575934305,53.9388155013963,49.3853684068114,58.6282019053818,38.018483388875,37.2054160345832,42.3343565566612,27.046358333235,40.9937169520829,38.8839646142036
"gene10027",32.632733179093,15.4425151443207,59.7271617010837,44.1735905466098,17.8321434021472,29.0619033446125,21.2268718576009,36.035836634529,19.0466298943734,27.1443853459219,33.9077765121399,21.0385241219483,25.322292274249,43.8457038697004,23.3085175705454,24.4427842670481,34.2060838153856,38.8934447534576,29.4711586777992,21.7688429599529,29.0521953518049,28.8018377807053,34.8893168724388,27.5478825581728,36.7925652435633,33.7490877780588,31.5342237043131,32.0794007981989,34.516655338094,31.2290924722134,29.2449872222115,27.5508460509255,33.3790119004444,25.9194267360168,21.0758657776246,21.008397943219
"gene10034",1109.51292808916,1281.72875697862,1254.27039572276,1312.58669052783,1542.48040428573,1453.09516723062,1804.28410789608,1647.35253186418,926.935988192837,1601.51873540939,1133.4885291201,1136.08030258521,1198.58850098112,896.206187096676,951.919857581074,836.23949810598,687.231320290929,583.401671301865,891.797261590203,632.851363192917,636.26708828333,606.210109479607,735.915376602228,1007.09933445227,1345.0928999338,1096.11167696565,1479.34926952859,1619.58390755508,1794.86607758089,1332.83409758767,1523.17641782352,859.021251228858,1036.17408283636,427.107075345669,225.581244696773,181.612071693354
"gene10048",16.3163665895465,61.770060577283,11.9454323402167,25.2420517409199,8.91607170107358,7.26547583615312,4.24537437152018,25.7398833103778,12.6977532629156,13.572192672961,2.42198403658142,9.81797792357586,12.0582344163091,3.50765630957603,6.52638491975271,9.62897562035229,10.3654799440562,9.93024121364876,6.48365490911582,9.8478099104549,6.48272127684902,9.14344056530327,3.73814109347559,7.26068222463469,9.19814131089081,7.70359612325256,8.47482262053414,12.2072056134739,15.3997385354573,14.7307039963271,10.235745527774,9.18361535030851,9.36240577695391,8.63980891200561,6.71648469836387,9.49063591294544
"gene10062",16.3163665895465,30.8850302886415,11.9454323402167,6.31051293522997,8.91607170107358,43.5928550169187,33.9629949721615,46.3317899586801,38.0932597887467,23.7513371776817,33.9077765121399,18.2333875723552,26.5281157158799,31.5689067861843,23.3085175705454,25.9241651317177,18.6578638993012,11.5852814159236,22.9875037686834,20.2139256056706,21.8491717108615,22.401429384993,23.6748935920121,23.0633435370749,23.2658868451944,22.8662297626703,23.059401083779,29.2405157718096,32.3925534711343,23.2745123141968,33.1443188518397,16.718889483895,23.8130755631219,16.9039739582718,21.3074686982578,17.8755666709846
"gene10066",65.265466358186,185.310181731849,167.236052763034,132.520771639829,133.741075516104,87.1857100338375,148.588103003206,123.551439889814,69.8376429460357,128.935830393129,184.070786780188,134.646554380469,143.492989554078,99.9682048229169,136.121742611985,106.65942225621,127.495403311892,97.6473719342128,109.632710281413,125.42999991211,111.406765646591,104.006636430325,100.929809523841,99.0869574185439,69.7976605355832,112.863797170827,72.7258034180721,94.534871378763,93.4604821462237,87.2057676582563,102.35745527774,121.270818087407,118.658316694872,164.532013193846,132.476870602212,142.267396597939
"gene10072",32.632733179093,46.3275454329622,35.8362970206502,18.9315388056899,35.6642868042943,21.7964275084594,25.4722462291211,20.5919066483023,25.3955065258311,37.3235298506427,48.4396807316284,36.4667751447103,22.9106453909872,33.3227349409723,24.2408582733672,32.5903790227308,39.3888237874137,23.9980829329845,22.3980805951274,26.9519008075608,31.6933040201508,29.0304237948379,24.6717312169389,25.1988383090263,23.8069539811292,31.9148982249035,25.8186456579063,24.1305227243089,19.6479422693766,25.6314249536091,23.8834062314727,27.0798914175764,24.220136683859,25.9194267360168,24.5499095871231,30.4990338561645
"gene10080",16.3163665895465,15.4425151443207,11.9454323402167,6.31051293522997,17.8321434021472,7.26547583615312,16.9814974860807,20.5919066483023,19.0466298943734,6.78609633648048,12.1099201829071,25.2462289463379,15.6757047412018,21.0459378574562,18.6468140564363,18.5172608083698,15.5482199160844,20.6880025284349,14.1461561653436,16.0674793275843,18.9679622544842,20.3441552577998,19.1891242798414,17.083958175611,12.9856112624341,14.0621199075245,12.4166005835733,13.6266481266685,11.1515348015381,10.0168787175024,11.6979948888846,14.5995936338238,13.0259558635881,25.5437828702775,24.5499095871231,19.9026927883128
